dealer_id,dealer_name,dealer_type,parent_dealer_id,geo_id,city,state,pincode,email,phone,status,established_date
BRN00143,Manendragarh-Chirmiri-Bharatpur District Motors,Branch,MDL0005,143,Manendragarh,Chhattisgarh,nan,manendragarh-chirmiri-bharatpur@dealerhub.in,8651860502,Active,2008-01-02
BRN00144,Mohla-Manpur-Ambagarh Chowki District Motors,Branch,MDL0005,144,Mohla,Chhattisgarh,nan,mohla-manpur-ambagarhchowki@oemmotors.in,8928051594,Inactive,2009-11-20
BRN00145,Mungeli District Motors,Branch,MDL0005,145,Mungeli,Chhattisgarh,nan,mungeli@dealerhub.in,8837024950,Active,2019-07-25
BRN00146,Narayanpur District Motors,Branch,MDL0005,146,Narayanpur,Chhattisgarh,nan,narayanpur@industrialfleet.in,8495337579,Active,2009-05-03
BRN00147,Raigarh District Motors,Branch,MDL0005,147,Raigarh,Chhattisgarh,nan,raigarh@dealerhub.in,8404649546,Active,2010-11-20
BRN00148,Raipur District Motors,Branch,MDL0005,148,Raipur,Chhattisgarh,nan,raipur@industrialfleet.in,8985727163,Inactive,2006-05-11
BRN00149,Rajnandgaon District Motors,Branch,MDL0005,149,Rajnandgaon,Chhattisgarh,nan,rajnandgaon@dealerhub.in,8911914118,Active,2021-04-04
BRN00150,Sarangarh-Bilaigarh District Motors,Branch,MDL0005,150,Sarangarh,Chhattisgarh,nan,sarangarh-bilaigarh@dealerhub.in,8738498351,Inactive,2015-12-12
BRN00151,Shakti District Motors,Branch,MDL0005,151,Sakti,Chhattisgarh,nan,shakti@industrialfleet.in,8677165230,Active,2014-09-14
BRN00152,Sukma District Motors,Branch,MDL0005,152,Sukma,Chhattisgarh,nan,sukma@industrialfleet.in,8122867792,Active,2008-03-14
BRN00153,Surajpur District Motors,Branch,MDL0005,153,Surajpur,Chhattisgarh,nan,surajpur@oemmotors.in,8531456544,Inactive,2019-04-06
BRN00154,Surguja District Motors,Branch,MDL0005,154,Ambikapur,Chhattisgarh,nan,surguja@industrialfleet.in,8590611402,Active,2014-11-07
BRN00155,North Goa District Motors,Branch,MDL0006,155,Panaji,Goa,403001.0,northgoa@dealerhub.in,8121342267,Inactive,2023-12-03
BRN00156,South Goa District Motors,Branch,MDL0006,156,Margao,Goa,403601.0,southgoa@dealerhub.in,8931815744,Active,2012-09-26
BRN00157,Ahmedabad District Motors,Branch,MDL0007,157,Ahmedabad,Gujarat,380001.0,ahmedabad@oemmotors.in,8265779859,Active,2005-04-21
BRN00158,Amreli District Motors,Branch,MDL0007,158,Amreli,Gujarat,365601.0,amreli@oemmotors.in,8451047570,Active,2011-09-18
BRN00159,Anand District Motors,Branch,MDL0007,159,Anand,Gujarat,388001.0,anand@dealerhub.in,8151676898,Inactive,2009-03-10
BRN00160,Aravalli District Motors,Branch,MDL0007,160,Modasa,Gujarat,383315.0,aravalli@dealerhub.in,8262864029,Active,2019-01-01
BRN00161,Banaskantha District Motors,Branch,MDL0007,161,Palanpur,Gujarat,385001.0,banaskantha@dealerhub.in,8264400425,Active,2017-05-10
BRN00162,Bharuch District Motors,Branch,MDL0007,162,Bharuch,Gujarat,392001.0,bharuch@dealerhub.in,8278997383,Active,2019-02-05
BRN00163,Bhavnagar District Motors,Branch,MDL0007,163,Bhavnagar,Gujarat,364001.0,bhavnagar@oemmotors.in,8231303401,Active,2009-07-23
BRN00164,Botad District Motors,Branch,MDL0007,164,Botad,Gujarat,364710.0,botad@industrialfleet.in,8851233545,Active,2017-01-31
BRN00165,Chhota Udaipur District Motors,Branch,MDL0007,165,Chhota Udaipur,Gujarat,391165.0,chhotaudaipur@dealerhub.in,8191254308,Active,2009-12-04
BRN00166,Dahod District Motors,Branch,MDL0007,166,Dahod,Gujarat,389151.0,dahod@industrialfleet.in,8709912566,Active,2010-06-28
BRN00167,Dang District Motors,Branch,MDL0007,167,Ahwa,Gujarat,394710.0,dang@dealerhub.in,8563686887,Active,2013-12-19
BRN00168,Devbhumi Dwarka District Motors,Branch,MDL0007,168,Khambhalia,Gujarat,361305.0,devbhumidwarka@oemmotors.in,8441600767,Active,2022-08-09
BRN00169,Gandhinagar District Motors,Branch,MDL0007,169,Gandhinagar,Gujarat,382001.0,gandhinagar@oemmotors.in,8136849221,Inactive,2006-01-16
BRN00170,Gir Somnath District Motors,Branch,MDL0007,170,Veraval,Gujarat,362265.0,girsomnath@oemmotors.in,8928186735,Inactive,2009-02-01
BRN00171,Jamnagar District Motors,Branch,MDL0007,171,Jamnagar,Gujarat,361001.0,jamnagar@dealerhub.in,8787802020,Active,2022-06-22
BRN00172,Junagadh District Motors,Branch,MDL0007,172,Junagadh,Gujarat,362001.0,junagadh@oemmotors.in,8933465033,Inactive,2021-02-21
BRN00173,Kheda District Motors,Branch,MDL0007,173,Nadiad,Gujarat,nan,kheda@oemmotors.in,8669761320,Active,2011-06-27
BRN00174,Kutch District Motors,Branch,MDL0007,174,Bhuj,Gujarat,370001.0,kutch@oemmotors.in,8498449017,Inactive,2019-09-18
BRN00175,Mahisagar District Motors,Branch,MDL0007,175,Lunavada,Gujarat,388230.0,mahisagar@oemmotors.in,8518021795,Active,2006-03-14
BRN00176,Mehsana District Motors,Branch,MDL0007,176,Mehsana,Gujarat,384001.0,mehsana@dealerhub.in,8408441669,Active,2015-12-02
BRN00177,Morbi District Motors,Branch,MDL0007,177,Morbi,Gujarat,363641.0,morbi@oemmotors.in,8981123256,Active,2021-11-25
BRN00178,Narmada District Motors,Branch,MDL0007,178,Rajpipla,Gujarat,393145.0,narmada@industrialfleet.in,8260386402,Active,2011-12-02
BRN00179,Navsari District Motors,Branch,MDL0007,179,Navsari,Gujarat,396445.0,navsari@oemmotors.in,8220389189,Active,2019-11-06
BRN00180,Panchmahal District Motors,Branch,MDL0007,180,Godhra,Gujarat,389001.0,panchmahal@industrialfleet.in,8575219393,Active,2006-02-06
BRN00181,Patan District Motors,Branch,MDL0007,181,Patan,Gujarat,384265.0,patan@oemmotors.in,8900735876,Inactive,2016-07-01
BRN00182,Porbandar District Motors,Branch,MDL0007,182,Porbandar,Gujarat,360575.0,porbandar@industrialfleet.in,8214146980,Inactive,2009-11-21
BRN00183,Rajkot District Motors,Branch,MDL0007,183,Rajkot,Gujarat,360001.0,rajkot@industrialfleet.in,8490655650,Active,2006-01-18
BRN00184,Sabarkantha District Motors,Branch,MDL0007,184,Himatnagar,Gujarat,383001.0,sabarkantha@oemmotors.in,8772323878,Active,2018-08-23
BRN00185,Surat District Motors,Branch,MDL0007,185,Surat,Gujarat,395001.0,surat@oemmotors.in,8566954303,Active,2022-04-13
BRN00186,Surendranagar District Motors,Branch,MDL0007,186,Surendranagar,Gujarat,363001.0,surendranagar@dealerhub.in,8556893246,Active,2008-08-26
BRN00187,Tapi District Motors,Branch,MDL0007,187,Vyara,Gujarat,394650.0,tapi@dealerhub.in,8333710611,Active,2008-09-16
BRN00188,Vadodara District Motors,Branch,MDL0007,188,Vadodara,Gujarat,390001.0,vadodara@oemmotors.in,8114107425,Active,2024-01-26
BRN00189,Valsad District Motors,Branch,MDL0007,189,Valsad,Gujarat,396001.0,valsad@industrialfleet.in,8583441355,Active,2021-07-08
BRN00190,Ambala District Motors,Branch,MDL0008,190,Ambala,Haryana,134003.0,ambala@oemmotors.in,8667414712,Inactive,2009-04-04
BRN00191,Bhiwani District Motors,Branch,MDL0008,191,Bhiwani,Haryana,127021.0,bhiwani@oemmotors.in,8852852243,Active,2020-07-06
BRN00192,Charkhi Dadri District Motors,Branch,MDL0008,192,Charkhi Dadri,Haryana,127306.0,charkhidadri@oemmotors.in,8615523954,Active,2012-05-15
BRN00193,Faridabad District Motors,Branch,MDL0008,193,Faridabad,Haryana,121001.0,faridabad@oemmotors.in,8799961599,Active,2011-06-16
BRN00194,Fatehabad District Motors,Branch,MDL0008,194,Fatehabad,Haryana,125050.0,fatehabad@industrialfleet.in,8905340531,Active,2006-04-24
BRN00195,Gurugram District Motors,Branch,MDL0008,195,Gurugram,Haryana,122001.0,gurugram@dealerhub.in,8872079343,Active,2012-05-08
BRN00196,Hisar District Motors,Branch,MDL0008,196,Hisar,Haryana,125001.0,hisar@industrialfleet.in,8507822132,Active,2021-03-08
BRN00197,Jhajjar District Motors,Branch,MDL0008,197,Jhajjar,Haryana,124103.0,jhajjar@oemmotors.in,8129834891,Active,2010-12-28
BRN00198,Jind District Motors,Branch,MDL0008,198,Jind,Haryana,126102.0,jind@dealerhub.in,8952773608,Active,2022-09-19
BRN00199,Kaithal District Motors,Branch,MDL0008,199,Kaithal,Haryana,136027.0,kaithal@dealerhub.in,8126203015,Active,2023-06-21
BRN00200,Karnal District Motors,Branch,MDL0008,200,Karnal,Haryana,132001.0,karnal@oemmotors.in,8303740115,Inactive,2019-08-08
BRN00201,Kurukshetra District Motors,Branch,MDL0008,201,Kurukshetra,Haryana,136118.0,kurukshetra@industrialfleet.in,8814939677,Active,2008-09-28
BRN00202,Mahendragarh District Motors,Branch,MDL0008,202,Narnaul,Haryana,123001.0,mahendragarh@industrialfleet.in,8562328677,Inactive,2019-11-23
BRN00203,Nuh District Motors,Branch,MDL0008,203,Nuh,Haryana,122107.0,nuh@oemmotors.in,8926759416,Active,2016-08-24
BRN00204,Palwal District Motors,Branch,MDL0008,204,Palwal,Haryana,121102.0,palwal@oemmotors.in,8151970505,Active,2020-12-29
BRN00205,Panchkula District Motors,Branch,MDL0008,205,Panchkula,Haryana,134109.0,panchkula@dealerhub.in,8909992399,Active,2008-09-21
BRN00206,Panipat District Motors,Branch,MDL0008,206,Panipat,Haryana,132001.0,panipat@oemmotors.in,8219159038,Inactive,2006-02-02
BRN00207,Rewari District Motors,Branch,MDL0008,207,Rewari,Haryana,123401.0,rewari@dealerhub.in,8783645425,Active,2007-07-01
BRN00208,Rohtak District Motors,Branch,MDL0008,208,Rohtak,Haryana,124001.0,rohtak@dealerhub.in,8647989989,Active,2019-08-23
BRN00209,Sirsa District Motors,Branch,MDL0008,209,Sirsa,Haryana,125055.0,sirsa@oemmotors.in,8864427415,Active,2014-04-10
BRN00210,Sonipat District Motors,Branch,MDL0008,210,Sonipat,Haryana,131001.0,sonipat@oemmotors.in,8882255476,Active,2011-04-07
BRN00211,Yamunanagar District Motors,Branch,MDL0008,211,Yamunanagar,Haryana,135001.0,yamunanagar@oemmotors.in,8105935766,Inactive,2023-09-23
BRN00212,Bilaspur District Motors,Branch,MDL0009,212,Bilaspur,Himachal Pradesh,nan,bilaspur@oemmotors.in,8597437610,Active,2020-09-28
BRN00213,Chamba District Motors,Branch,MDL0009,213,Chamba,Himachal Pradesh,nan,chamba@oemmotors.in,8474944630,Active,2016-11-20
BRN00214,Hamirpur District Motors,Branch,MDL0009,214,Hamirpur,Himachal Pradesh,nan,hamirpur@oemmotors.in,8799452030,Active,2009-08-05
BRN00215,Kangra District Motors,Branch,MDL0009,215,Dharamshala,Himachal Pradesh,nan,kangra@industrialfleet.in,8272882577,Active,2011-04-03
BRN00216,Kinnaur District Motors,Branch,MDL0009,216,Reckong Peo,Himachal Pradesh,nan,kinnaur@dealerhub.in,8103899561,Active,2005-12-21
BRN00217,Kullu District Motors,Branch,MDL0009,217,Kullu,Himachal Pradesh,nan,kullu@dealerhub.in,8947307253,Active,2020-07-20
BRN00218,Lahaul and Spiti District Motors,Branch,MDL0009,218,Keylong,Himachal Pradesh,nan,lahaulandspiti@dealerhub.in,8641836458,Active,2005-12-12
BRN00219,Mandi District Motors,Branch,MDL0009,219,Mandi,Himachal Pradesh,nan,mandi@dealerhub.in,8286290795,Active,2017-11-09
BRN00220,Shimla District Motors,Branch,MDL0009,220,Shimla,Himachal Pradesh,nan,shimla@industrialfleet.in,8695043096,Active,2024-01-21
BRN00221,Sirmaur District Motors,Branch,MDL0009,221,Nahan,Himachal Pradesh,nan,sirmaur@dealerhub.in,8446277774,Active,2018-08-16
BRN00222,Solan District Motors,Branch,MDL0009,222,Solan,Himachal Pradesh,nan,solan@dealerhub.in,8204693486,Active,2021-06-02
BRN00223,Una District Motors,Branch,MDL0009,223,Una,Himachal Pradesh,nan,una@oemmotors.in,8542734476,Active,2012-04-27
BRN00224,Bokaro District Motors,Branch,MDL0010,224,Bokaro,Jharkhand,827001.0,bokaro@dealerhub.in,8880714997,Inactive,2013-08-12
BRN00225,Chatra District Motors,Branch,MDL0010,225,Chatra,Jharkhand,825401.0,chatra@oemmotors.in,8901076769,Active,2010-06-23
BRN00226,Deoghar District Motors,Branch,MDL0010,226,Deoghar,Jharkhand,814001.0,deoghar@oemmotors.in,8444881142,Active,2011-10-29
BRN00227,Dhanbad District Motors,Branch,MDL0010,227,Dhanbad,Jharkhand,826001.0,dhanbad@oemmotors.in,8926553360,Active,2006-11-18
BRN00228,Dumka District Motors,Branch,MDL0010,228,Dumka,Jharkhand,814101.0,dumka@industrialfleet.in,8598325218,Inactive,2020-12-18
BRN00229,East Singhbhum District Motors,Branch,MDL0010,229,Jamshedpur,Jharkhand,831001.0,eastsinghbhum@industrialfleet.in,8942347955,Active,2009-03-11
BRN00230,Garhwa District Motors,Branch,MDL0010,230,Garhwa,Jharkhand,822114.0,garhwa@industrialfleet.in,8761255358,Inactive,2006-02-16
BRN00231,Giridih District Motors,Branch,MDL0010,231,Giridih,Jharkhand,815301.0,giridih@oemmotors.in,8622829596,Active,2021-01-11
BRN00232,Godda District Motors,Branch,MDL0010,232,Godda,Jharkhand,814133.0,godda@industrialfleet.in,8622398108,Active,2023-05-01
BRN00233,Gumla District Motors,Branch,MDL0010,233,Gumla,Jharkhand,835207.0,gumla@industrialfleet.in,8229491800,Active,2021-03-17
BRN00234,Hazaribag District Motors,Branch,MDL0010,234,Hazaribag,Jharkhand,825301.0,hazaribag@dealerhub.in,8432422057,Active,2021-03-10
BRN00235,Jamtara District Motors,Branch,MDL0010,235,Jamtara,Jharkhand,815351.0,jamtara@industrialfleet.in,8102046519,Active,2014-11-20
BRN00236,Khunti District Motors,Branch,MDL0010,236,Khunti,Jharkhand,835210.0,khunti@dealerhub.in,8716503983,Inactive,2013-02-25
BRN00237,Koderma District Motors,Branch,MDL0010,237,Koderma,Jharkhand,825410.0,koderma@industrialfleet.in,8527791923,Inactive,2015-12-16
BRN00238,Latehar District Motors,Branch,MDL0010,238,Latehar,Jharkhand,829206.0,latehar@industrialfleet.in,8384810705,Active,2017-09-09
BRN00239,Lohardaga District Motors,Branch,MDL0010,239,Lohardaga,Jharkhand,835302.0,lohardaga@oemmotors.in,8786519459,Active,2011-10-09
BRN00240,Pakur District Motors,Branch,MDL0010,240,Pakur,Jharkhand,816107.0,pakur@dealerhub.in,8252719647,Active,2014-03-22
BRN00241,Palamu District Motors,Branch,MDL0010,241,Daltonganj,Jharkhand,822101.0,palamu@industrialfleet.in,8436602717,Active,2022-04-02
BRN00242,Ramgarh District Motors,Branch,MDL0010,242,Ramgarh,Jharkhand,829122.0,ramgarh@oemmotors.in,8521349660,Active,2013-04-05
BRN00243,Ranchi District Motors,Branch,MDL0010,243,Ranchi,Jharkhand,834001.0,ranchi@industrialfleet.in,8648315494,Active,2006-10-09
BRN00244,Sahibganj District Motors,Branch,MDL0010,244,Sahebganj,Jharkhand,816109.0,sahibganj@industrialfleet.in,8317068065,Active,2015-04-28
BRN00245,Seraikela-Kharsawan District Motors,Branch,MDL0010,245,Seraikela,Jharkhand,832401.0,seraikela-kharsawan@oemmotors.in,8607507681,Active,2016-07-25
BRN00246,Simdega District Motors,Branch,MDL0010,246,Simdega,Jharkhand,835223.0,simdega@dealerhub.in,8806525203,Inactive,2011-04-10
BRN00247,West Singhbhum District Motors,Branch,MDL0010,247,Chaibasa,Jharkhand,833201.0,westsinghbhum@dealerhub.in,8836453358,Active,2012-02-08
BRN00248,Bagalakote District Motors,Branch,MDL0011,248,Bagalakote,Karnataka,587101.0,bagalakote@industrialfleet.in,8733148191,Inactive,2016-12-26
BRN00249,Ballari District Motors,Branch,MDL0011,249,Ballari,Karnataka,583101.0,ballari@oemmotors.in,8908013012,Active,2019-03-12
BRN00250,Belagavi District Motors,Branch,MDL0011,250,Belagavi,Karnataka,590001.0,belagavi@oemmotors.in,8318613223,Active,2017-02-17
BRN00251,Bengaluru Rural District Motors,Branch,MDL0011,251,Bengaluru,Karnataka,560001.0,bengalururural@industrialfleet.in,8277595968,Active,2021-03-25
BRN00252,Bengaluru Urban District Motors,Branch,MDL0011,252,Bengaluru,Karnataka,560001.0,bengaluruurban@dealerhub.in,8384935310,Inactive,2014-07-02
BRN00253,Bidar District Motors,Branch,MDL0011,253,Bidar,Karnataka,585401.0,bidar@industrialfleet.in,8674482315,Active,2010-07-29
BRN00254,Chamarajanagara District Motors,Branch,MDL0011,254,Chamarajanagara,Karnataka,571313.0,chamarajanagara@industrialfleet.in,8375995030,Active,2018-07-28
BRN00255,Chikkaballapura District Motors,Branch,MDL0011,255,Chikkaballapura,Karnataka,562101.0,chikkaballapura@industrialfleet.in,8969403811,Active,2024-01-06
BRN00256,Chikkamagaluru District Motors,Branch,MDL0011,256,Chikkamagaluru,Karnataka,577101.0,chikkamagaluru@oemmotors.in,8704687446,Active,2009-07-23
BRN00257,Chitradurga District Motors,Branch,MDL0011,257,Chitradurga,Karnataka,577501.0,chitradurga@industrialfleet.in,8282824843,Active,2016-06-13
BRN00258,Dakshina Kannada District Motors,Branch,MDL0011,258,Mangalore,Karnataka,575001.0,dakshinakannada@industrialfleet.in,8643572679,Active,2019-05-14
BRN00259,Davanagere District Motors,Branch,MDL0011,259,Davangere,Karnataka,577001.0,davanagere@oemmotors.in,8850056046,Inactive,2020-05-03
BRN00260,Dharwada District Motors,Branch,MDL0011,260,Dharwada,Karnataka,nan,dharwada@industrialfleet.in,8525956715,Active,2018-11-09
BRN00261,Gadaga District Motors,Branch,MDL0011,261,Gadag-Betageri,Karnataka,582101.0,gadaga@industrialfleet.in,8293446555,Inactive,2009-04-24
BRN00262,Kalaburagi District Motors,Branch,MDL0011,262,Kalaburagi,Karnataka,585101.0,kalaburagi@dealerhub.in,8863786036,Active,2013-06-15
BRN00263,Hassan District Motors,Branch,MDL0011,263,Hassan,Karnataka,573201.0,hassan@oemmotors.in,8311449043,Active,2021-03-04
BRN00264,Haveri District Motors,Branch,MDL0011,264,Haveri,Karnataka,581110.0,haveri@industrialfleet.in,8813930772,Inactive,2016-01-11
BRN00265,Kodagu District Motors,Branch,MDL0011,265,Madikeri,Karnataka,571201.0,kodagu@oemmotors.in,8729873296,Active,2006-05-04
BRN00266,Kolar District Motors,Branch,MDL0011,266,Kolar,Karnataka,563101.0,kolar@industrialfleet.in,8489033891,Active,2013-05-23
BRN00267,Koppala District Motors,Branch,MDL0011,267,Koppala,Karnataka,583231.0,koppala@oemmotors.in,8668668250,Inactive,2016-07-09
BRN00268,Mandya District Motors,Branch,MDL0011,268,Mandya,Karnataka,571401.0,mandya@dealerhub.in,8383137737,Active,2010-04-03
BRN00269,Mysuru District Motors,Branch,MDL0011,269,Mysuru,Karnataka,570001.0,mysuru@dealerhub.in,8210912171,Active,2019-09-12
BRN00270,Raichuru District Motors,Branch,MDL0011,270,Raichuru,Karnataka,584101.0,raichuru@dealerhub.in,8283744484,Active,2012-01-27
BRN00271,Ramanagara District Motors,Branch,MDL0011,271,Ramanagara,Karnataka,571501.0,ramanagara@industrialfleet.in,8665283932,Active,2005-10-04
BRN00272,Shivamogga District Motors,Branch,MDL0011,272,Shivamogga,Karnataka,577201.0,shivamogga@dealerhub.in,8822927250,Inactive,2023-07-14
BRN00273,Tumakuru District Motors,Branch,MDL0011,273,Tumakuru,Karnataka,572101.0,tumakuru@industrialfleet.in,8745300396,Active,2008-10-12
BRN00274,Udupi District Motors,Branch,MDL0011,274,Udupi,Karnataka,576101.0,udupi@oemmotors.in,8504720039,Active,2015-05-28
BRN00275,Uttara Kannada District Motors,Branch,MDL0011,275,Karwar,Karnataka,581301.0,uttarakannada@dealerhub.in,8278006142,Active,2009-03-06
BRN00276,Vijayanagara District Motors,Branch,MDL0011,276,Hospete,Karnataka,583201.0,vijayanagara@industrialfleet.in,8508068359,Inactive,2008-09-06
BRN00277,Vijayapura District Motors,Branch,MDL0011,277,Vijayapura,Karnataka,586101.0,vijayapura@oemmotors.in,8961537802,Inactive,2012-09-09
BRN00278,Yadgiri District Motors,Branch,MDL0011,278,Yadgiri,Karnataka,585201.0,yadgiri@dealerhub.in,8821590398,Active,2019-06-16
BRN00279,Alappuzha District Motors,Branch,MDL0012,279,Alappuzha,Kerala,688001.0,alappuzha@industrialfleet.in,8990177420,Active,2007-03-25
BRN00280,Ernakulam District Motors,Branch,MDL0012,280,Kakkanad,Kerala,682030.0,ernakulam@dealerhub.in,8461565562,Active,2007-08-01
BRN00281,Idukki District Motors,Branch,MDL0012,281,Painavu,Kerala,685603.0,idukki@oemmotors.in,8959626082,Active,2017-04-26
BRN00282,Kannur District Motors,Branch,MDL0012,282,Kannur,Kerala,670001.0,kannur@oemmotors.in,8954304203,Inactive,2011-02-16
BRN00283,Kasaragod District Motors,Branch,MDL0012,283,Kasaragod,Kerala,671121.0,kasaragod@dealerhub.in,8971748012,Inactive,2006-03-17
BRN00284,Kollam District Motors,Branch,MDL0012,284,Kollam,Kerala,691001.0,kollam@industrialfleet.in,8718337607,Active,2008-04-19
BRN00285,Kottayam District Motors,Branch,MDL0012,285,Kottayam,Kerala,686001.0,kottayam@oemmotors.in,8654488750,Inactive,2006-12-29
BRN00286,Kozhikode District Motors,Branch,MDL0012,286,Kozhikode,Kerala,673001.0,kozhikode@oemmotors.in,8208897212,Inactive,2013-12-08
BRN00287,Malappuram District Motors,Branch,MDL0012,287,Malappuram,Kerala,676505.0,malappuram@oemmotors.in,8804528206,Inactive,2023-04-21
BRN00288,Palakkad District Motors,Branch,MDL0012,288,Palakkad,Kerala,678001.0,palakkad@oemmotors.in,8917805584,Active,2018-11-11
BRN00289,Pathanamthitta District Motors,Branch,MDL0012,289,Pathanamthitta,Kerala,689645.0,pathanamthitta@dealerhub.in,8541730354,Active,2019-06-15
BRN00290,Thiruvananthapuram District Motors,Branch,MDL0012,290,Thiruvananthapuram,Kerala,695001.0,thiruvananthapuram@dealerhub.in,8928378157,Active,2010-06-01
BRN00291,Thrissur District Motors,Branch,MDL0012,291,Thrissur,Kerala,680001.0,thrissur@oemmotors.in,8383079947,Active,2017-11-17
BRN00292,Wayanad District Motors,Branch,MDL0012,292,Kalpetta,Kerala,673121.0,wayanad@industrialfleet.in,8558159991,Active,2022-07-08
BRN00293,Agar Malwa District Motors,Branch,MDL0013,293,Agar,Madhya Pradesh,465441.0,agarmalwa@industrialfleet.in,8935000603,Inactive,2013-07-11
BRN00294,Alirajpur District Motors,Branch,MDL0013,294,Alirajpur,Madhya Pradesh,457887.0,alirajpur@oemmotors.in,8966554714,Active,2012-01-09
BRN00295,Anuppur District Motors,Branch,MDL0013,295,Anuppur,Madhya Pradesh,484224.0,anuppur@oemmotors.in,8946261602,Active,2021-12-19
BRN00296,Ashoknagar District Motors,Branch,MDL0013,296,Ashoknagar,Madhya Pradesh,473331.0,ashoknagar@oemmotors.in,8834826539,Inactive,2005-08-03
BRN00297,Balaghat District Motors,Branch,MDL0013,297,Balaghat,Madhya Pradesh,481001.0,balaghat@industrialfleet.in,8196861155,Active,2006-07-26
BRN00298,Barwani District Motors,Branch,MDL0013,298,Barwani,Madhya Pradesh,451551.0,barwani@industrialfleet.in,8226086405,Inactive,2019-08-31
BRN00299,Betul District Motors,Branch,MDL0013,299,Betul,Madhya Pradesh,460001.0,betul@oemmotors.in,8442938035,Inactive,2012-05-23
BRN00300,Bhind District Motors,Branch,MDL0013,300,Bhind,Madhya Pradesh,477001.0,bhind@oemmotors.in,8344252861,Active,2006-09-12
BRN00301,Bhopal District Motors,Branch,MDL0013,301,Bhopal,Madhya Pradesh,462001.0,bhopal@dealerhub.in,8290081036,Active,2009-07-05
BRN00302,Burhanpur District Motors,Branch,MDL0013,302,Burhanpur,Madhya Pradesh,450331.0,burhanpur@oemmotors.in,8775115752,Inactive,2016-11-19
BRN00303,Chhatarpur District Motors,Branch,MDL0013,303,Chhatarpur,Madhya Pradesh,471001.0,chhatarpur@industrialfleet.in,8651329622,Inactive,2016-01-05
BRN00304,Chhindwara District Motors,Branch,MDL0013,304,Chhindwara,Madhya Pradesh,480001.0,chhindwara@dealerhub.in,8654265033,Active,2006-12-13
BRN00305,Damoh District Motors,Branch,MDL0013,305,Damoh,Madhya Pradesh,470661.0,damoh@industrialfleet.in,8528597322,Inactive,2009-04-14
BRN00306,Datia District Motors,Branch,MDL0013,306,Datia,Madhya Pradesh,475661.0,datia@oemmotors.in,8955257254,Active,2010-02-15
BRN00307,Dewas District Motors,Branch,MDL0013,307,Dewas,Madhya Pradesh,455001.0,dewas@oemmotors.in,8978069524,Active,2005-06-02
BRN00308,Dhar District Motors,Branch,MDL0013,308,Dhar,Madhya Pradesh,454001.0,dhar@dealerhub.in,8796276686,Active,2006-02-25
BRN00309,Dindori District Motors,Branch,MDL0013,309,Dindori,Madhya Pradesh,481879.0,dindori@oemmotors.in,8742927683,Inactive,2018-05-30
BRN00310,Guna District Motors,Branch,MDL0013,310,Guna,Madhya Pradesh,473001.0,guna@industrialfleet.in,8889817123,Active,2017-09-23
BRN00311,Gwalior District Motors,Branch,MDL0013,311,Gwalior,Madhya Pradesh,474001.0,gwalior@dealerhub.in,8531358002,Active,2023-10-28
BRN00312,Harda District Motors,Branch,MDL0013,312,Harda,Madhya Pradesh,461331.0,harda@dealerhub.in,8987059619,Active,2022-02-06
BRN00313,Hoshangabad District Motors,Branch,MDL0013,313,Hoshangabad,Madhya Pradesh,461001.0,hoshangabad@dealerhub.in,8838290655,Active,2015-11-17
BRN00314,Indore District Motors,Branch,MDL0013,314,Indore,Madhya Pradesh,452001.0,indore@oemmotors.in,8554184612,Active,2006-05-20
BRN00315,Jabalpur District Motors,Branch,MDL0013,315,Jabalpur,Madhya Pradesh,482001.0,jabalpur@oemmotors.in,8612978000,Active,2005-07-26
BRN00316,Jhabua District Motors,Branch,MDL0013,316,Jhabua,Madhya Pradesh,457661.0,jhabua@dealerhub.in,8679087066,Active,2005-09-27
BRN00317,Katni District Motors,Branch,MDL0013,317,Katni,Madhya Pradesh,483501.0,katni@oemmotors.in,8692441901,Inactive,2012-01-25
BRN00318,Khandwa District Motors,Branch,MDL0013,318,Khandwa,Madhya Pradesh,450001.0,khandwa@industrialfleet.in,8598127974,Active,2018-01-09
BRN00319,Khargone District Motors,Branch,MDL0013,319,Khargone,Madhya Pradesh,451001.0,khargone@oemmotors.in,8975050035,Active,2010-11-17
BRN00320,Mandla District Motors,Branch,MDL0013,320,Mandla,Madhya Pradesh,481661.0,mandla@industrialfleet.in,8440869100,Active,2009-02-17
BRN00321,Mandsaur District Motors,Branch,MDL0013,321,Mandsaur,Madhya Pradesh,458001.0,mandsaur@industrialfleet.in,8144932378,Active,2018-05-27
BRN00322,Morena District Motors,Branch,MDL0013,322,Morena,Madhya Pradesh,476001.0,morena@dealerhub.in,8711105775,Active,2023-07-28
BRN00323,Narsinghpur District Motors,Branch,MDL0013,323,Narsinghpur,Madhya Pradesh,487001.0,narsinghpur@oemmotors.in,8649340906,Active,2013-09-19
BRN00324,Neemuch District Motors,Branch,MDL0013,324,Neemuch,Madhya Pradesh,458441.0,neemuch@industrialfleet.in,8661377402,Active,2022-09-23
BRN00325,Niwari District Motors,Branch,MDL0013,325,Niwari,Madhya Pradesh,472001.0,niwari@dealerhub.in,8188986662,Active,2014-09-14
BRN00326,Panna District Motors,Branch,MDL0013,326,Panna,Madhya Pradesh,488001.0,panna@industrialfleet.in,8785259793,Active,2022-10-22
